Date,PROD_SET,Customer_ID,Account_Number,Balance_Amount,Currency,Rate_of_Interest,Maturity_Date,Bank_Branch_Code,Form_Fill_Status
2024-03-25,DEPOSIT,869527,1463954567,11669.94,GBP,0.0487,2027-07-12,BRN009,Complete
2024-03-25,DEPOSIT,998262,1097091490,6468.09,JPY,0.0346,2024-09-03,BRN008,Complete
2024-03-25,DEPOSIT,788227,5074578025,3837.32,USD,0.0368,2028-05-30,BRN007,Complete
2024-03-25,DEPOSIT,908600,3218753842,10781.03,USD,0.0271,2026-11-01,BRN001,Complete
2024-03-25,DEPOSIT,738083,688395273435,31185.59,USD,0.0368,2029-01-25,BRN001,Complete
2024-03-25,DEPOSIT,389401,182515444751,1317.63,GBP,0.0133,2026-04-03,BRN003,Complete
2024-03-25,DEPOSIT,597362,8727849994,6724.78,EUR,0.015,2026-10-16,BRN005,Complete
2024-03-25,DEPOSIT,705763,7251578486,10900.27,EUR,0.0294,2026-09-16,BRN007,Complete
2024-03-25,DEPOSIT,254636,1693698353,10929.31,USD,0.0382,2028-06-16,BRN003,Complete
2024-03-25,DEPOSIT,143200,9895776351,4348.87,USD,0.018,2025-04-27,BRN005,Complete
2024-03-25,DEPOSIT,748161,230911666197,11049.51,JPY,0.0408,2024-05-09,BRN002,Complete
2024-03-25,DEPOSIT,136678,5168567361,17998.79,CAD,0.0465,2025-10-02,BRN002,Complete
2024-03-25,DEPOSIT,768694,900677842756,389.04,USD,0.038,2024-08-09,BRN009,Complete
2024-03-25,DEPOSIT,128701,4305169098,11623.48,EUR,0.0457,2028-03-02,BRN002,Complete
2024-03-25,DEPOSIT,148528,7062954335,3883.42,USD,0.0291,2028-10-16,BRN009,Complete
2024-03-25,DEPOSIT,625664,557125392963,3313.13,USD,0.0493,2028-07-29,BRN002,Complete
2024-03-25,DEPOSIT,321755,1969601786,9833.02,USD,0.0435,2024-11-19,BRN005,Complete
2024-03-25,DEPOSIT,945989,524342000107,885.56,USD,0.0277,2027-05-20,BRN006,Complete
2024-03-25,DEPOSIT,841939,366342588915,935.62,EUR,0.0399,2024-11-29,BRN010,Complete
2024-03-26,DEPOSIT,327871,390300002551,4955.9,USD,0.028,2028-01-13,BRN005,Complete
2024-03-26,DEPOSIT,817576,562257792703,633.55,USD,0.0222,2025-11-12,BRN004,Complete
2024-03-26,DEPOSIT,941319,3944912266,6807.61,USD,0.0145,2026-04-08,BRN005,Complete
2024-03-26,DEPOSIT,328570,5952336698,9472.62,USD,0.0153,2028-11-30,BRN006,Complete
2024-03-26,DEPOSIT,445269,8925020070,17360.45,GBP,0.0359,2028-05-20,BRN006,Complete
2024-03-26,DEPOSIT,194079,950295550770,1521.72,EUR,0.0463,2027-03-06,BRN008,Complete
2024-03-26,DEPOSIT,394555,753212829942,4121.02,JPY,0.042,2027-12-03,BRN001,Complete
2024-03-26,DEPOSIT,326993,289404512537,3178.43,EUR,0.0104,2028-07-10,BRN010,Complete
2024-03-26,DEPOSIT,762033,7517917564,1740.84,USD,0.0285,2025-10-21,BRN009,Complete
2024-03-26,DEPOSIT,384300,271396265830,5979.63,JPY,0.0224,2024-09-29,BRN002,Complete
2024-03-26,DEPOSIT,654144,5145392533,35696.26,USD,0.0216,2027-08-04,BRN007,Complete
2024-03-26,DEPOSIT,441902,3972927518,584.99,USD,0.0184,2027-11-16,BRN010,Complete
2024-03-26,DEPOSIT,750965,6541237300,12402.1,JPY,0.0432,2027-11-22,BRN009,Complete
2024-03-26,DEPOSIT,401054,3340748068,2043.05,EUR,0.02,2028-01-26,BRN001,Complete
2024-03-26,DEPOSIT,397893,374526973789,863.15,USD,0.0318,2024-08-12,BRN007,Complete
2024-03-26,DEPOSIT,253312,257866407518,11632.93,JPY,0.0197,2026-03-16,BRN008,Complete
2024-03-26,DEPOSIT,698063,632331812274,51537.14,USD,0.024,2027-05-10,BRN003,Complete
2024-03-26,DEPOSIT,574706,3220734655,1978.69,JPY,0.0186,2029-01-24,BRN005,Error
2024-03-26,DEPOSIT,498409,637397450943,9392.57,CAD,0.0354,2025-10-28,BRN010,Complete
2024-03-26,DEPOSIT,304342,5883006043,1752.63,USD,0.0432,2026-06-27,BRN009,Complete
2024-03-26,DEPOSIT,910737,223991644181,1399.56,USD,0.0251,2025-04-21,BRN006,Complete
2024-03-26,DEPOSIT,421907,288665698366,11377.25,USD,0.026,2026-02-03,BRN010,Complete
2024-03-26,DEPOSIT,347553,607504129660,5485.2,USD,0.0244,2029-03-17,BRN004,Complete
2024-03-26,DEPOSIT,595060,967895943617,163763.26,USD,0.0267,2025-08-26,BRN003,Complete
2024-03-26,DEPOSIT,458219,709953959926,6732.4,GBP,0.0178,2028-12-03,BRN003,Complete
2024-03-26,DEPOSIT,583915,536653074934,12273.13,EUR,0.023,2025-07-20,BRN007,Complete
2024-03-26,DEPOSIT,489542,373936228552,2247.99,USD,0.0202,2028-06-07,BRN008,Complete
2024-03-26,DEPOSIT,140193,2742035692,11892.14,USD,0.0361,2027-11-22,BRN006,Complete
2024-03-26,DEPOSIT,294347,3662995149,20899.72,EUR,0.0414,2025-01-19,BRN008,Complete
2024-03-26,DEPOSIT,293608,884783025141,3394.62,USD,0.0293,2025-11-04,BRN008,Error
2024-03-26,DEPOSIT,105023,4707297103,7710.88,JPY,0.019,2026-12-18,BRN003,Complete
2024-03-26,DEPOSIT,326308,731115768107,26307.82,USD,0.0293,2028-01-07,BRN009,Complete
2024-03-26,DEPOSIT,990317,740275060357,52747.78,USD,0.0495,2025-04-23,BRN003,Complete
2024-03-26,DEPOSIT,662270,4789141027,6823.36,USD,0.0463,2024-09-26,BRN009,Complete
2024-03-26,DEPOSIT,548276,2565921706,5437.38,EUR,0.0442,2028-07-12,BRN001,Complete
2024-03-26,DEPOSIT,244931,3210772038,68736.8,USD,0.0205,2028-08-29,BRN003,Complete
2024-03-26,DEPOSIT,636022,305854766990,13274.67,USD,0.0155,2028-12-06,BRN006,Complete
2024-03-26,DEPOSIT,315438,7476817435,44289.95,USD,0.0189,2025-05-22,BRN007,Complete
2024-03-26,DEPOSIT,437472,191069854805,5877.61,USD,0.0391,2025-01-31,BRN004,Complete
2024-03-26,DEPOSIT,709285,8031259631,168066.49,EUR,0.0447,2026-09-26,BRN010,Complete
2024-03-26,DEPOSIT,187975,1126513641,22218.48,USD,0.0312,2027-04-12,BRN004,Complete
2024-03-26,DEPOSIT,566850,3629140606,4836.71,USD,0.0126,2028-07-17,BRN007,Complete
2024-03-26,DEPOSIT,295664,932793419021,51091.25,USD,0.0277,2028-01-01,BRN007,Complete
2024-03-26,DEPOSIT,110428,324883846812,2095.09,USD,0.0277,2028-10-28,BRN005,Complete
2024-03-26,DEPOSIT,273718,664633227492,74309.09,USD,0.016,2024-06-28,BRN002,Complete
2024-03-26,DEPOSIT,645427,9355199068,1737.05,USD,0.0367,2024-05-15,BRN005,Complete
2024-03-26,DEPOSIT,540996,8002352977,5757.27,USD,0.0461,2024-07-09,BRN008,Complete
2024-03-26,DEPOSIT,536718,8768113005,5882.59,USD,0.0146,2028-08-17,BRN005,Complete
2024-03-26,DEPOSIT,222636,8569269790,26243.7,GBP,0.0485,2028-07-29,BRN007,Complete
2024-03-26,DEPOSIT,129563,3257345256,4349.46,EUR,0.0232,2027-12-12,BRN004,Complete
2024-03-26,DEPOSIT,216958,479969395962,16779.88,USD,0.0332,2027-08-27,BRN003,Complete
2024-03-26,DEPOSIT,853476,8682245580,38082.55,JPY,0.0356,2025-02-22,BRN010,Complete
2024-03-26,DEPOSIT,831115,660337388672,37955.91,EUR,0.0492,2028-02-12,BRN002,Complete
2024-03-26,DEPOSIT,884649,1713042449,103811.5,USD,0.0379,2027-02-13,BRN009,Complete
2024-03-26,DEPOSIT,582409,4215869086,3455.97,EUR,0.0478,2025-05-04,BRN001,Complete
2024-03-26,DEPOSIT,401308,878938383919,976.77,USD,0.0258,2027-07-11,BRN005,Complete
2024-03-26,DEPOSIT,874342,535064392057,24854.96,USD,0.0261,2027-04-02,BRN002,Complete
2024-03-26,DEPOSIT,643799,4078453281,79461.64,USD,0.0459,2024-10-12,BRN009,Complete
2024-03-26,DEPOSIT,844351,580721819144,7589.83,GBP,0.0155,2024-12-07,BRN004,Complete
2024-03-26,DEPOSIT,412757,3536611449,8867.6,EUR,0.0343,2026-10-18,BRN002,Complete
2024-03-26,DEPOSIT,871822,3323489543,2993.42,USD,0.0172,2024-09-11,BRN005,Complete
2024-03-27,DEPOSIT,666618,893739422155,14484.77,USD,0.0245,2025-09-03,BRN005,Complete
2024-03-27,DEPOSIT,927877,230357506094,13491.81,EUR,0.0429,2027-08-05,BRN004,Complete
2024-03-27,DEPOSIT,975348,334930187156,5111.21,EUR,0.0419,2028-05-14,BRN010,Complete
2024-03-27,DEPOSIT,165747,5714267202,954.63,USD,0.0453,2025-06-22,BRN010,Error
2024-03-27,DEPOSIT,956764,526399675631,18545.28,EUR,0.0416,2029-01-20,BRN001,Error
2024-03-27,DEPOSIT,796142,5353388500,10302.33,USD,0.0337,2025-05-05,BRN008,Complete
2024-03-27,DEPOSIT,233733,872683507751,1477.6,USD,0.0238,2025-06-05,BRN008,Complete
2024-03-27,DEPOSIT,257108,4346864421,11002.19,USD,0.0283,2028-03-06,BRN008,Complete
2024-03-27,DEPOSIT,243502,2449869796,49072.45,EUR,0.0172,2027-02-25,BRN009,Complete
2024-03-27,DEPOSIT,504764,9604158311,932.48,USD,0.0268,2025-09-01,BRN003,Complete
2024-03-27,DEPOSIT,772837,439243659644,14156.03,USD,0.0468,2027-08-02,BRN003,Complete
2024-03-27,DEPOSIT,435424,9931171344,7532.84,JPY,0.0227,2028-02-04,BRN010,Complete
2024-03-27,DEPOSIT,612957,417718364545,406.14,EUR,0.0206,2026-07-14,BRN007,Complete
2024-03-27,DEPOSIT,535909,6789438451,268163.06,EUR,0.0227,2028-09-05,BRN008,Complete
2024-03-27,DEPOSIT,789679,519181876462,4864.9,JPY,0.0197,2024-05-15,BRN001,Complete
2024-03-27,DEPOSIT,371669,7486531952,2160.0,USD,0.0414,2029-02-12,BRN004,Complete
2024-03-27,DEPOSIT,912294,671644394067,3648.32,USD,0.0222,2025-09-01,BRN004,Complete
2024-03-27,DEPOSIT,223188,786693555417,19056.52,GBP,0.0324,2029-01-19,BRN001,Complete
2024-03-27,DEPOSIT,461991,9012832437,9190.39,CAD,0.0412,2027-07-04,BRN006,Error
2024-03-27,DEPOSIT,805917,7269931985,15939.83,EUR,0.0419,2024-09-28,BRN006,Complete
2024-03-27,DEPOSIT,483316,3703045438,240.79,USD,0.038,2024-09-06,BRN004,Complete
2024-03-27,DEPOSIT,105721,3323340992,19878.04,CAD,0.0328,2028-12-14,BRN005,Complete
2024-03-27,DEPOSIT,511172,9385245099,3734.18,GBP,0.0408,2026-08-25,BRN009,Complete
2024-03-27,DEPOSIT,715299,788788014352,27808.91,USD,0.0494,2026-02-19,BRN009,Complete
2024-03-27,DEPOSIT,379635,115095878407,19887.78,JPY,0.0175,2026-08-20,BRN003,Complete
2024-03-27,DEPOSIT,501391,3919106159,2643.53,USD,0.0263,2028-12-17,BRN004,Complete
2024-03-27,DEPOSIT,873353,479071518617,18135.63,JPY,0.0132,2025-08-17,BRN005,Complete
2024-03-27,DEPOSIT,472975,912257911391,3741.78,EUR,0.0499,2027-05-19,BRN007,Complete
2024-03-27,DEPOSIT,189191,7417763837,38710.8,CAD,0.0159,2027-04-01,BRN010,Complete
2024-03-27,DEPOSIT,137088,377307701902,656.89,USD,0.0193,2026-06-01,BRN007,Complete
2024-03-27,DEPOSIT,915382,315166157331,129222.37,CAD,0.0151,2025-01-19,BRN006,Complete
2024-03-27,DEPOSIT,274508,276206349560,24437.55,USD,0.0287,2025-03-18,BRN001,Complete
2024-03-27,DEPOSIT,927793,2274353142,7852.13,JPY,0.0497,2028-11-20,BRN009,Complete
2024-03-27,DEPOSIT,934049,4045480999,2653.84,GBP,0.0109,2028-06-03,BRN002,Complete
2024-03-27,DEPOSIT,504479,7970498774,2025.34,EUR,0.0272,2026-05-26,BRN005,Complete
2024-03-27,DEPOSIT,996629,2989457084,5709.58,EUR,0.0386,2026-11-30,BRN008,Complete
2024-03-27,DEPOSIT,273839,564471084767,10835.28,EUR,0.0127,2027-02-02,BRN006,Complete
2024-03-27,DEPOSIT,470029,4162237705,10983.54,EUR,0.0455,2025-02-15,BRN007,Complete
2024-03-27,DEPOSIT,743375,795481172458,106.67,EUR,0.032,2026-03-07,BRN006,Complete
2024-03-27,DEPOSIT,485115,5050330178,3659.23,JPY,0.0445,2028-05-04,BRN004,Complete
2024-03-27,DEPOSIT,378512,471974376872,7245.99,EUR,0.0276,2025-09-11,BRN003,Complete
2024-03-27,DEPOSIT,602944,905294212575,4754.03,EUR,0.0289,2026-07-26,BRN006,Complete
2024-03-27,DEPOSIT,130825,165996704467,642.31,EUR,0.016,2028-07-27,BRN002,Complete
2024-03-27,DEPOSIT,727814,388342418333,3212.92,EUR,0.0233,2025-07-09,BRN006,Complete
2024-03-27,DEPOSIT,970531,327155664320,87470.93,EUR,0.046,2027-09-07,BRN002,Complete
2024-03-27,DEPOSIT,915561,9916037027,21938.22,JPY,0.049,2027-05-29,BRN003,Complete
2024-03-27,DEPOSIT,119556,928118414214,34177.9,EUR,0.0387,2027-05-08,BRN009,Complete
2024-03-27,DEPOSIT,597452,3269901935,1504.31,USD,0.0246,2028-01-12,BRN009,Complete
2024-03-27,DEPOSIT,905448,8319609767,96739.86,GBP,0.0104,2026-04-10,BRN010,Complete
2024-03-27,DEPOSIT,267224,770606589396,30899.52,CAD,0.0464,2027-08-03,BRN009,Complete
2024-03-27,DEPOSIT,251719,6685828687,2025.21,USD,0.0492,2024-09-22,BRN010,Complete
2024-03-27,DEPOSIT,441565,2715884177,1677.16,EUR,0.0417,2027-08-11,BRN003,Complete
2024-03-27,DEPOSIT,950090,1764313193,13986.83,USD,0.0493,2028-12-13,BRN003,Complete
2024-03-27,DEPOSIT,136472,627833341857,626.23,GBP,0.0345,2029-01-11,BRN004,Complete
2024-03-27,DEPOSIT,670583,690555629257,4526.71,JPY,0.0244,2025-10-11,BRN001,Error
2024-03-27,DEPOSIT,302236,3303209667,1723.48,JPY,0.0381,2028-02-19,BRN010,Complete
2024-03-27,DEPOSIT,344247,721752758240,6009.79,USD,0.0271,2025-12-02,BRN010,Complete
2024-03-27,DEPOSIT,841783,4817012307,11444.3,USD,0.0429,2029-02-18,BRN009,Complete
2024-03-27,DEPOSIT,501908,535412659945,6482.23,EUR,0.0364,2028-06-13,BRN009,Complete
2024-03-27,DEPOSIT,863017,9553335926,3264.39,CAD,0.0206,2025-02-18,BRN002,Complete
2024-03-27,DEPOSIT,442851,877767256302,900.4,EUR,0.0217,2026-04-22,BRN005,Complete
2024-03-27,DEPOSIT,901451,7255737634,11835.27,JPY,0.0252,2026-10-05,BRN010,Complete
2024-03-27,DEPOSIT,103914,6049474490,57050.75,USD,0.02,2025-10-22,BRN004,Complete
2024-03-27,DEPOSIT,878346,218461081274,9836.4,CAD,0.0322,2026-01-31,BRN010,Complete
2024-03-27,DEPOSIT,188908,809752045095,6438.64,USD,0.0156,2025-03-24,BRN006,Complete
2024-03-27,DEPOSIT,135899,718982087289,933.58,USD,0.0413,2026-11-25,BRN007,Complete
2024-03-27,DEPOSIT,949042,236741575702,1629.42,USD,0.0457,2028-05-29,BRN002,Complete
2024-03-27,DEPOSIT,767120,6985697683,254419.41,USD,0.0457,2027-04-13,BRN010,Complete
2024-03-27,DEPOSIT,389441,651799706608,3235.16,USD,0.0218,2025-11-27,BRN001,Complete
2024-03-27,DEPOSIT,973589,919397206496,620.22,GBP,0.0201,2028-11-29,BRN009,Complete
2024-03-27,DEPOSIT,471929,586285397949,9855.01,EUR,0.0465,2026-06-11,BRN002,Complete
2024-03-27,DEPOSIT,717734,6774604161,67212.26,JPY,0.0388,2025-11-21,BRN001,Complete
2024-03-27,DEPOSIT,221223,3407876076,3015.16,USD,0.0451,2026-07-23,BRN009,Complete
2024-03-27,DEPOSIT,512917,684503089969,496.79,USD,0.0127,2026-08-20,BRN004,Complete
2024-03-27,DEPOSIT,538772,202581531486,1099.22,USD,0.025,2027-06-20,BRN005,Complete
2024-03-27,DEPOSIT,339385,952441851592,3382.53,JPY,0.0242,2028-12-31,BRN009,Complete
2024-03-27,DEPOSIT,382572,245331890655,14331.96,GBP,0.0172,2028-01-20,BRN006,Complete
2024-03-27,DEPOSIT,353118,732318034476,37003.77,JPY,0.0433,2028-06-08,BRN003,Complete
2024-03-27,DEPOSIT,184141,8410124680,21702.35,GBP,0.0186,2028-11-04,BRN001,Complete
2024-03-27,DEPOSIT,902676,2514273104,244.82,CAD,0.0103,2027-07-24,BRN009,Error
2024-03-27,DEPOSIT,391408,526105287482,4209.45,USD,0.0464,2024-07-09,BRN004,Error
2024-03-27,DEPOSIT,797277,994224566740,1122.28,USD,0.0405,2027-05-01,BRN002,Complete
2024-03-27,DEPOSIT,285128,5796300469,4701.66,USD,0.0148,2026-02-26,BRN008,Complete
2024-03-27,DEPOSIT,383246,907198357353,7598.41,JPY,0.0225,2029-01-23,BRN005,Complete
2024-03-27,DEPOSIT,711022,2031349410,14468.53,JPY,0.0253,2026-07-17,BRN001,Complete
2024-03-27,DEPOSIT,846906,1661152061,45459.12,USD,0.0178,2025-12-07,BRN003,Complete
2024-03-27,DEPOSIT,107237,7262091252,1042.89,USD,0.032,2029-01-26,BRN002,Complete
2024-03-27,DEPOSIT,889416,5876766793,6869.49,USD,0.0452,2024-05-02,BRN001,Complete
2024-03-27,DEPOSIT,810148,8084221335,10417.07,EUR,0.0285,2025-12-15,BRN007,Complete
2024-03-27,DEPOSIT,119640,4101570564,252740.87,CAD,0.0129,2026-10-10,BRN007,Complete
2024-03-27,DEPOSIT,361835,1087282385,49904.66,USD,0.0495,2028-03-20,BRN002,Error
2024-03-27,DEPOSIT,519228,190725092923,14451.65,USD,0.023,2027-09-01,BRN001,Complete
2024-03-27,DEPOSIT,369323,8189232683,31092.12,EUR,0.0114,2026-10-10,BRN009,Complete
2024-03-27,DEPOSIT,412728,839131328533,8712.88,USD,0.0391,2025-03-18,BRN002,Complete
2024-03-27,DEPOSIT,404878,340252590914,145582.22,USD,0.0214,2026-11-20,BRN001,Complete
2024-03-27,DEPOSIT,460865,1906862613,122181.14,JPY,0.0421,2025-02-09,BRN006,Complete
2024-03-27,DEPOSIT,974826,397239700334,17938.91,USD,0.0112,2026-09-04,BRN002,Complete
2024-03-27,DEPOSIT,969490,348007642901,21656.78,USD,0.0131,2025-09-24,BRN009,Complete
2024-03-27,DEPOSIT,928625,663502607523,26125.51,GBP,0.0155,2024-10-17,BRN003,Complete
2024-03-28,DEPOSIT,590206,580197659859,22535.68,JPY,0.0208,2025-03-16,BRN002,Complete
2024-03-28,DEPOSIT,270945,4553652949,34752.09,JPY,0.0156,2029-01-15,BRN004,Complete
2024-03-28,DEPOSIT,388688,7253815137,22308.0,EUR,0.0254,2024-10-13,BRN008,Complete
2024-03-28,DEPOSIT,386318,740760265689,19835.34,USD,0.0441,2028-12-05,BRN002,Complete
2024-03-28,DEPOSIT,260449,1752775527,1072.31,USD,0.0176,2025-10-25,BRN009,Complete
2024-03-28,DEPOSIT,425243,929703757364,56136.15,EUR,0.0227,2027-11-07,BRN009,Complete
2024-03-28,DEPOSIT,597754,6395052181,2655.2,USD,0.0272,2028-12-28,BRN002,Complete
2024-03-28,DEPOSIT,407994,6746517146,2018.31,USD,0.0378,2028-11-27,BRN002,Complete
2024-03-28,DEPOSIT,547204,2555006558,16696.02,CAD,0.0381,2024-09-07,BRN009,Complete
2024-03-28,DEPOSIT,663344,8382394352,13603.85,USD,0.0288,2026-09-19,BRN003,Complete
2024-03-28,DEPOSIT,120721,5249582998,12579.34,EUR,0.0362,2025-06-07,BRN008,Complete
2024-03-28,DEPOSIT,645822,187913758616,12512.89,EUR,0.0182,2026-05-20,BRN008,Complete
2024-03-28,DEPOSIT,177400,5962626474,13057.94,EUR,0.0361,2028-02-09,BRN005,Complete
2024-03-28,DEPOSIT,491643,8753666559,337637.82,JPY,0.0278,2025-08-06,BRN005,Complete
2024-03-28,DEPOSIT,505604,196699661968,1159.81,USD,0.0438,2024-08-26,BRN005,Complete
2024-03-28,DEPOSIT,700873,9985123595,16291.32,USD,0.0112,2028-06-16,BRN007,Complete
2024-03-28,DEPOSIT,691602,348920934653,7765.38,CAD,0.045,2027-11-21,BRN003,Complete
2024-03-28,DEPOSIT,192131,4464756178,3291.24,USD,0.0107,2027-05-30,BRN008,Complete
2024-03-28,DEPOSIT,340492,5544176252,59075.0,EUR,0.0352,2027-06-05,BRN002,Complete
2024-03-28,DEPOSIT,256236,923087211398,23555.25,USD,0.039,2027-12-05,BRN007,Complete
2024-03-28,DEPOSIT,167037,318922842196,19129.66,EUR,0.0278,2024-06-11,BRN006,Complete
2024-03-28,DEPOSIT,241369,676187072626,3227.18,USD,0.0259,2028-03-23,BRN009,Complete
2024-03-28,DEPOSIT,483734,267731350961,5717.29,CAD,0.0103,2025-12-25,BRN008,Complete
2024-03-28,DEPOSIT,703094,619329576709,863.91,JPY,0.0143,2028-06-09,BRN002,Complete
2024-03-28,DEPOSIT,758936,4358725547,1591.19,USD,0.0487,2025-11-28,BRN006,Complete
2024-03-28,DEPOSIT,747982,536524937417,8963.8,USD,0.0279,2026-09-18,BRN003,Complete
2024-03-28,DEPOSIT,738722,302813004020,9178.57,USD,0.0172,2025-05-07,BRN005,Complete
2024-03-28,DEPOSIT,183189,970325296098,1421.14,USD,0.0479,2028-05-26,BRN006,Complete
2024-03-28,DEPOSIT,956303,6614313867,6599.32,EUR,0.0177,2028-05-02,BRN008,Complete
2024-03-28,DEPOSIT,552297,880261027077,2850.56,EUR,0.0328,2024-05-28,BRN008,Complete
2024-03-28,DEPOSIT,307265,106820568054,11417.16,USD,0.0203,2024-08-25,BRN005,Complete
2024-03-28,DEPOSIT,495470,7234457357,13111.99,EUR,0.0256,2029-01-24,BRN002,Complete
2024-03-28,DEPOSIT,142329,723728704017,9656.43,EUR,0.0276,2024-10-02,BRN005,Complete
2024-03-28,DEPOSIT,112094,480106321754,33564.66,USD,0.0196,2028-11-22,BRN005,Complete
2024-03-29,DEPOSIT,521983,5093794558,2535.63,JPY,0.0113,2024-12-31,BRN005,Complete
2024-03-29,DEPOSIT,538172,5229673403,131608.32,CAD,0.038,2028-04-05,BRN002,Complete
2024-03-29,DEPOSIT,352171,697499041688,5005.25,CAD,0.0295,2025-07-30,BRN004,Complete
2024-03-29,DEPOSIT,272075,7373612016,6846.66,CAD,0.0419,2026-06-14,BRN005,Error
2024-03-29,DEPOSIT,441714,8660176156,11582.71,GBP,0.0432,2028-02-29,BRN008,Complete
2024-03-29,DEPOSIT,859816,440689242954,3245.95,USD,0.0218,2025-09-29,BRN001,Complete
2024-03-29,DEPOSIT,181892,7591667990,289.73,USD,0.013,2027-02-28,BRN007,Complete
2024-03-29,DEPOSIT,855547,1129742477,4852.89,CAD,0.0486,2026-03-19,BRN006,Complete
2024-03-29,DEPOSIT,254812,8355669229,5639.78,USD,0.0472,2027-02-25,BRN009,Complete
2024-03-29,DEPOSIT,813084,390355336045,66911.73,EUR,0.023,2028-02-26,BRN002,Complete
2024-03-29,DEPOSIT,777695,8150900691,121268.16,EUR,0.0304,2025-02-11,BRN006,Complete
2024-03-29,DEPOSIT,954130,959967954168,2702.74,EUR,0.0391,2027-11-23,BRN004,Complete
2024-03-29,DEPOSIT,935061,685037032608,22298.29,EUR,0.0456,2025-09-16,BRN006,Complete
2024-03-29,DEPOSIT,281882,6921454250,1854.0,GBP,0.0218,2026-03-04,BRN010,Complete
2024-03-29,DEPOSIT,997411,983108121936,9594.69,USD,0.0147,2026-01-20,BRN005,Complete
2024-03-29,DEPOSIT,457261,3045586825,16400.96,USD,0.0276,2029-02-24,BRN008,Complete
2024-03-29,DEPOSIT,138811,463387727120,18640.57,USD,0.031,2028-03-31,BRN010,Complete
2024-03-29,DEPOSIT,125451,5712881809,86161.57,EUR,0.0116,2028-02-13,BRN001,Complete
2024-03-29,DEPOSIT,271667,7900247833,28149.73,GBP,0.0449,2025-01-06,BRN005,Complete
2024-03-29,DEPOSIT,444091,5685395244,6697.9,GBP,0.0238,2027-08-27,BRN008,Complete
2024-03-29,DEPOSIT,670765,2813389706,1257.65,GBP,0.0157,2027-12-09,BRN009,Complete
2024-03-29,DEPOSIT,329962,691755049588,71267.66,GBP,0.0174,2025-04-09,BRN003,Complete
2024-03-29,DEPOSIT,943109,4005937111,6974.69,USD,0.0435,2028-06-10,BRN007,Complete
2024-03-29,DEPOSIT,955590,954622478420,80235.79,USD,0.0111,2025-10-01,BRN004,Complete
2024-03-29,DEPOSIT,517015,893672167697,2012.41,USD,0.016,2028-11-04,BRN008,Complete
2024-03-29,DEPOSIT,654937,305099793192,7216.22,USD,0.0383,2025-10-13,BRN008,Complete
2024-03-29,DEPOSIT,840750,3118719720,37176.78,USD,0.0163,2026-02-17,BRN002,Complete
2024-03-29,DEPOSIT,751592,963411884622,3595.41,USD,0.0311,2026-05-05,BRN009,Complete
2024-03-29,DEPOSIT,578850,4462168455,2485.71,USD,0.021,2028-12-25,BRN006,Complete
2024-03-29,DEPOSIT,225956,1502148775,73832.15,EUR,0.0173,2025-12-19,BRN004,Complete
2024-03-29,DEPOSIT,479227,2312433870,52517.61,USD,0.0123,2027-06-29,BRN006,Complete
2024-03-29,DEPOSIT,439881,769891872517,14064.59,EUR,0.0237,2028-09-30,BRN001,Complete
2024-03-29,DEPOSIT,889902,992618460918,2976.76,GBP,0.0244,2028-06-15,BRN007,Error
2024-03-29,DEPOSIT,846754,7604261628,8001.95,EUR,0.0252,2027-08-05,BRN001,Complete
2024-03-29,DEPOSIT,273975,1866490358,38311.84,USD,0.0413,2025-05-17,BRN007,Complete
2024-03-29,DEPOSIT,106132,6958897205,7216.87,USD,0.0431,2028-10-19,BRN009,Error
2024-03-29,DEPOSIT,528621,597376876072,104299.8,GBP,0.0244,2028-12-14,BRN006,Complete
2024-03-29,DEPOSIT,400879,4809031699,4920.93,GBP,0.0312,2027-01-28,BRN008,Complete
2024-03-29,DEPOSIT,353955,468112452379,42708.55,USD,0.0111,2024-10-19,BRN004,Complete
2024-03-29,DEPOSIT,258338,346084902588,14609.38,USD,0.0297,2028-08-18,BRN003,Complete
2024-03-29,DEPOSIT,533890,463330915296,1308.77,USD,0.0487,2024-05-04,BRN005,Complete
2024-03-29,DEPOSIT,693362,255914120161,149358.66,CAD,0.0455,2028-06-30,BRN010,Complete
2024-03-29,DEPOSIT,377335,4449032209,735.19,USD,0.0129,2025-04-13,BRN008,Complete
2024-03-29,DEPOSIT,210030,9756319315,5334.97,USD,0.0264,2025-08-24,BRN006,Complete
2024-03-29,DEPOSIT,174659,182312261195,23938.24,USD,0.0338,2026-08-01,BRN010,Complete
2024-03-29,DEPOSIT,458727,7541362922,10755.05,USD,0.0253,2026-06-24,BRN010,Complete
2024-03-29,DEPOSIT,730657,687018543147,236.17,EUR,0.0352,2025-10-18,BRN003,Complete
2024-03-29,DEPOSIT,795154,793360052865,36647.2,USD,0.0213,2029-03-13,BRN006,Complete
2024-03-29,DEPOSIT,157335,520469874724,1719.47,USD,0.0427,2028-12-01,BRN005,Complete
2024-03-29,DEPOSIT,353561,445334523980,22980.85,USD,0.0154,2026-10-17,BRN004,Complete
2024-03-29,DEPOSIT,264986,5633254589,27169.21,USD,0.0292,2028-10-27,BRN009,Complete
2024-03-29,DEPOSIT,645356,297597863715,17378.25,EUR,0.0494,2026-07-28,BRN009,Complete
2024-03-29,DEPOSIT,782255,113640905032,2015.46,JPY,0.0456,2028-09-22,BRN008,Complete
